Employee ID,Salary,FirstName,LastName,DateOfJoining,DateOfTermination,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3287,40881.02,Phillip,Salazar,12-Feb-23,,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Engineers,10-05-1993,MA,Project Manager,Male,56271,White,Single,Fully Meets,3
3288,76280.35,Jasmin,Shah,13-May-20,,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Software Engineering,Engineers,19-11-1974,MA,Engineer,Male,36398,Asian,Single,Fully Meets,3
3289,44410.73,Oliver,Richardson,30-Oct-18,,Production Technician I,Vicki Ortega,oliver.richardson@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Project Management - Con,13-10-1976,MA,Manager,Female,88221,Other,Married,Fully Meets,3
3290,76659.83,Shelby,Frazier,04-Oct-22,,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,31-03-1992,MA,Engineer,Female,73361,Hispanic,Married,Fully Meets,3
3291,69589.37,Reyna,Good,05-Dec-22,18-Jun-23,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,General nature open.,Production       ,Field Operations,21-12-1972,MA,Laborer,Female,64371,Hispanic,Married,Fully Meets,3
3292,78607.52,Zariah,Black,13-Nov-19,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2
3293,56780.39,Harrison,Hudson,27-Mar-20,,Production Technician I,Felicia Ashley,harrison.hudson@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Underground,14-09-1985,MA,Operator,Female,51584,Other,Divorced,Fully Meets,3
3294,77235.65,Tayana,Jeannite,28-Mar-20,21-Nov-20,Production Technician II,Patricia Lowe,tayana.jeannite@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Skill door others out marriage cut.,Production       ,Engineers,03-04-1975,MA,Engineer,Female,1821,Black,Divorced,Fully Meets,5
3295,67511.93,Giana,Roach,31-Mar-23,30-Apr-23,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Officer thus service.,Production       ,People Services,05-11-1966,MA,Director,Female,46757,Other,Widowed,Fully Meets,3
3296,76687.44,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2
3297,95266.77,Valentino,Myers,29-Jan-23,24-May-23,Area Sales Manager,Michael Taylor,valentino.myers@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Key as eye past. Three would affect about.,Sales,Wireline Construction,26-05-1990,TN,Foreman,Male,43552,Other,Divorced,Fully Meets,4
3298,40967.12,Araceli,Castillo,10-Dec-19,21-Feb-23,Data Analyst,Craig White,araceli.castillo@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Voluntary,Ago usually quickly Mrs television guess.,Production       ,Field Operations,25-03-1971,MA,Laborer,Female,85441,Black,Divorced,Fully Meets,2
3299,36081.24,Zoie,Logan,19-Apr-19,,Production Technician II,Heidi Terry,zoie.logan@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Fielders,17-09-1990,MA,Technician,Male,48911,Black,Divorced,Fully Meets,1
3300,52084.8,Taryn,Black,09-Apr-23,,Production Manager,Elizabeth Dillon,taryn.black@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,28-02-1984,MA,Technician,Female,9394,Hispanic,Widowed,Fully Meets,4
3301,58434.13,Kylie,Gilbert,24-Jan-23,,Production Technician I,Amanda Barnes,kylie.gilbert@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Safety,13-02-1996,MA,Safety,Female,47801,Asian,Widowed,Fully Meets,3
3302,60007.41,Cristal,Bradshaw,16-Feb-22,,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,13-12-1995,MA,Manager,Female,41487,Black,Single,Fully Meets,3
3303,96367.67,Isis,Brooks,07-Jan-19,08-Oct-19,Production Technician I,Michael Palmer,isis.brooks@bilearner.com,BPC,Leave of Absence,Part-Time,Zone C,Full-Time,Voluntary,Maybe despite performance rather evidence.,Production       ,Field Operations,07-10-1947,MA,Foreman,Male,24886,White,Married,PIP,2
3304,102776.14,Athena,Moore,28-Jan-22,16-Sep-22,Sr. Accountant,Alan Rios,athena.moore@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Resignation,Affect bar himself mention serious.,Admin Offices,General - Con,10-10-1994,MA,Technician,Female,88549,Hispanic,Divorced,Exceeds,3
3305,116264.84,Kaiya,Marsh,06-Jun-20,12-Mar-22,Production Technician I,John Harvey,kaiya.marsh@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Dream enough treatment knowledge area.,Production       ,Field Operations,12-03-1951,MA,Laborer,Female,88590,Black,Widowed,Needs Improvement,4
3306,66439.29,Quinn,Mccullough,10-May-21,17-Dec-21,Production Technician I,Katherine Gay,quinn.mccullough@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Society red to able.,Production       ,General - Eng,25-12-1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
3307,62909.59,Yuliana,Nelson,26-Apr-19,13-May-19,Production Technician I,Nicole Rodriguez,yuliana.nelson@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Station opportunity already agency blood answer.,Production       ,Wireline Construction,13-08-1982,MA,Operator,Female,34988,Asian,Married,Fully Meets,3
3308,72891.71,Gina,Kent,16-Nov-22,,Production Technician I,Erin Lloyd,gina.kent@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,31-12-1991,MA,Foreman,Male,66377,Other,Divorced,PIP,3
3309,111157.65,Derek,Holmes,07-Jan-20,,IT Support,Carolyn Richards,derek.holmes@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,General - Sga,21-11-1948,MA,Administrator,Male,83312,Black,Single,Fully Meets,3
3310,67189.52,Haylie,Arnold,31-May-19,31-May-22,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Candidate fact event level several onto store.,IT/IS,General - Con,16-02-1996,MA,Foreman,Male,50024,Hispanic,Widowed,Fully Meets,3
3311,105241.31,Marilyn,Greer,24-Apr-23,,Production Technician I,Luke Carter,marilyn.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Wireline Construction,18-03-1959,MA,Foreman,Female,35941,White,Married,Fully Meets,3
3312,87072.97,Lenora,Tejeda,18-Feb-19,31-Oct-22,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,Production       ,Finance & Accounting,22-07-1968,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3
3313,47689.98,Taryn,Black,09-Apr-23,,Production Manager,Elizabeth Dillon,taryn.black@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,28-02-1984,MA,Technician,Female,9394,Hispanic,Widowed,Fully Meets,4
3314,55117.84,Delaney,Stewart,30-Jul-21,,Production Technician I,Ricardo Harris,delaney.stewart@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,10-05-1998,MA,Coordinator,Male,20467,Asian,Divorced,Exceeds,3
3315,40470.56,Alessandro,Harris,17-Sep-22,10-Jul-23,Production Technician I,Dr. Ray Austin,alessandro.harris@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Retirement,Let trade loss cell political.,Production       ,Splicing,04-05-1956,MA,Tester,Female,77910,Black,Single,Fully Meets,3
3316,50223.87,Jaidyn,Malone,18-Feb-21,28-Oct-22,Area Sales Manager,Jennifer Briggs,jaidyn.malone@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Resignation,Be choice ever concern.,IT/IS,Fielders,19-12-1975,MA,Engineer,Male,42258,Hispanic,Widowed,Fully Meets,3
3317,59215.14,Frankie,Carrillo,29-May-19,,IT Support,Dana Ballard,frankie.carrillo@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Eng,24-09-1992,MA,Engineer,Male,79707,Asian,Widowed,Fully Meets,3
3318,110579.35,Gage,Weeks,27-Dec-21,05-Jan-23,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,23-04-1981,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3
3319,44791.54,Camryn,Clark,24-Feb-20,24-Dec-20,Production Technician II,Kaitlin Thomas MD,camryn.clark@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Not later mission use industry family at.,Production       ,Isp,27-08-1997,MA,Manager,Male,57257,White,Single,Fully Meets,5
3320,74089.23,Britney,Kelly,12-Oct-18,,Sr. Network Engineer,Christine Mcgee,britney.kelly@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireless,06-12-1977,CT,Technician,Male,42646,Other,Single,Fully Meets,3
3321,36760.83,Emiliano,Young,17-Oct-22,,Sr. Network Engineer,Chad Crawford,emiliano.young@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Aerial,01-11-2000,MA,Foreman,Female,71974,Other,Single,PIP,3
3322,70361.99,Korbin,Gilbert,13-Aug-19,10-Jul-22,IT Support,Rachel Sanchez,korbin.gilbert@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Meeting wind concern action. Scene western serve.,IT/IS,Engineers,20-11-1980,MA,Project Manager,Female,2618,Other,Widowed,Fully Meets,3
3323,105339.5,Karina,Mccarthy,31-Aug-21,,Production Technician II,Chase Ali,karina.mccarthy@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,14-04-1972,MA,Field Project Manager,Male,46068,Other,Single,Exceeds,3
3324,43067.87,Sterling,Davila,03-Apr-23,,Production Technician I,Dawn Schultz,sterling.davila@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,People Services,06-02-1970,MA,Manager,Female,69030,White,Single,Fully Meets,5
3325,118613.11,Simeon,Pittman,05-Oct-18,,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,17-01-1967,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2
3326,64582.91,Lawrence,Obrien,16-Apr-23,25-May-23,Software Engineer,Pamela Robbins,lawrence.obrien@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,May dream may apply involve natural.,Software Engineering,Field Operations,06-03-1967,MA,Laborer,Male,25059,Hispanic,Widowed,Fully Meets,4
3327,35754.51,Isla,Mcdaniel,27-Jan-20,19-Jun-22,Area Sales Manager,Ashley Larson,isla.mcdaniel@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Voluntary,Mention adult treatment old play.,Sales,Field Operations,30-07-1998,AZ,Technician,Male,39020,Black,Widowed,Fully Meets,4
3328,87976.57,Asa,Pham,11-Jul-22,,Sr. DBA,Mr. Jason Brock,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,18-06-1952,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3
3329,94924.06,Conor,Petty,01-May-22,,Production Technician I,William Nichols,conor.petty@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,30-05-1962,MA,Field Project Manager,Male,72466,Black,Widowed,Needs Improvement,4
3330,35281.54,Zechariah,Strong,22-Mar-19,17-Jun-21,IT Support,Daniel Blake,zechariah.strong@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Clearly rule suddenly.,IT/IS,General - Eng,07-09-1960,MA,Administrative,Female,73392,White,Married,Exceeds,1
3331,41444.26,Joy,Sellers,25-Dec-22,,Software Engineer,Jennifer Graves,joy.sellers@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Software Engineering,Finance & Accounting,12-10-1952,MA,Manager,Male,89368,Black,Divorced,Fully Meets,2
3332,113329.15,Owen,Dillon,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,owen.dillon@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Operations,16-08-1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3
3333,59764.42,Darrell,Zamora,26-Nov-21,24-May-22,Production Technician I,Jeremiah Smith,darrell.zamora@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Recently business give.,Production       ,Wireline Construction,27-09-1964,MA,Administrative,Male,71373,Hispanic,Married,Fully Meets,3
3334,48534.96,Jonathan R,LeBel,20-Dec-18,13-Jun-23,Production Technician I,James Austin,jonathan r.lebel@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Difference require discuss.,Production       ,Wireline Construction,12-02-1946,MA,Lineman,Male,2050,Other,Divorced,Fully Meets,2
3335,70667.17,Haven,Donaldson,29-Mar-20,,Production Technician I,Brent Davis,haven.donaldson@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,11-06-1978,MA,Lineman,Female,62032,Hispanic,Married,Fully Meets,3
3336,89952.92,Jacey,Braun,05-Oct-19,04-Feb-23,Accountant I,Joseph Edwards,jacey.braun@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Realize view write beautiful.,Admin Offices,General - Con,19-08-1976,MA,Technician,Female,13405,White,Married,Exceeds,3
3337,72338.12,Yurem,Donovan,09-Nov-22,,Production Technician I,Donna Jones,yurem.donovan@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Fielders,22-12-1999,MA,Engineer,Female,17678,White,Single,Fully Meets,3
3338,93773.99,Liam,Hanna,08-Feb-19,24-Feb-23,Network Engineer,Brian Aguirre,liam.hanna@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Say rate glass natural study pattern.,IT/IS,Field Operations,13-01-1996,MA,Clerk,Male,16655,Hispanic,Married,Fully Meets,3
3339,85157.23,Marilyn,Greer,24-Apr-23,,Production Technician I,Luke Carter,marilyn.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Wireline Construction,18-03-1959,MA,Foreman,Female,35941,White,Married,Fully Meets,3
3340,64588.76,Madelyn,Lambert,27-Mar-22,,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,General - Con,10-03-1952,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3
3341,103546.83,Brooklyn,Tanner,21-Sep-18,22-Jun-23,Database Administrator,Jason Sims,brooklyn.tanner@bilearner.com,WBL,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Professor now audience lay box.,IT/IS,Field Operations,22-05-1973,TX,Laborer,Female,50856,Hispanic,Single,Exceeds,3
3342,38340.4,Julia,Jimenez,22-Nov-19,28-Dec-19,BI Developer,Jennifer Davies,julia.jimenez@bilearner.com,PL,Terminated for Cause,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3
3343,112953.75,Kristen,Tate,05-Apr-21,12-May-23,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Voluntary,Wall body wonder successful.,IT/IS,Project Management - Con,08-04-1994,KY,Coordinator,Male,2621,Asian,Widowed,Fully Meets,3
3344,40964.05,Ernest,Munoz,18-Jul-19,,Sales Manager,Bethany Norris,ernest.munoz@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Splicing,06-11-1960,MA,Laborer,Female,4772,Other,Widowed,Fully Meets,3
3345,91633.11,Madeline,Suarez,06-Mar-22,,Administrative Assistant,Joshua Carpenter,madeline.suarez@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Sales,Field Operations,20-10-1975,WA,Foreman,Female,92311,Hispanic,Divorced,Fully Meets,4
3346,109113.28,Aleena,David,26-May-19,,Production Technician II,Louis Griffith,aleena.david@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,05-10-1943,MA,Foreman,Female,16532,Black,Widowed,Fully Meets,2
3347,46927.4,Izabella,Barron,30-Apr-19,04-May-20,Production Technician II,Sarah Fisher,izabella.barron@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Positive far win six might.,Production       ,Splicing,25-10-1950,MA,Technician,Male,27412,White,Widowed,Fully Meets,3
3348,41756.7,Moshe,Copeland,16-Apr-22,20-Apr-23,Production Technician I,Brittney Stone,moshe.copeland@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Resignation,Example see table the.,Production       ,Field Operations,18-10-1973,MA,Laborer,Female,59966,Asian,Married,Fully Meets,4
3349,52759.48,Jessica,Bunbury,17-Jan-20,28-Feb-23,Area Sales Manager,Keith Adams,jessica.bunbury@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Voluntary,Decide cut camera conference last size will.,Sales,Field Operations,02-01-1987,VA,Laborer,Female,21851,Black,Divorced,Fully Meets,4
3350,119818.9,Josie,Mercer,02-Jun-23,07-Jul-23,Production Technician I,Traci Dillon,josie.mercer@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Voluntary,Popular but sort training region everybody.,Production       ,Underground,31-10-1954,MA,Laborer,Female,46366,Black,Single,Needs Improvement,2
3351,63568.32,Frida,Salazar,08-May-22,27-Mar-23,Production Technician I,Tracy Phillips,frida.salazar@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Involuntary,Once type here really.,Production       ,General - Con,28-08-1971,MA,Operator,Female,31742,Asian,Widowed,Fully Meets,3
3352,116055.35,Louis,Punjabhi,05-Apr-20,,Production Technician I,Gabriella Copeland,louis.punjabhi@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,05-05-1977,MA,Engineer,Male,2109,Other,Married,Fully Meets,2
3353,94370.04,Brigit,McCarthy,09-Feb-20,14-Mar-21,Production Technician II,Ian Jenkins,brigit.mccarthy@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Involuntary,Sea marriage improve.,Production       ,Aerial,07-10-1996,MA,Splicer,Female,2149,White,Divorced,Fully Meets,1
3354,38768.52,Aydan,Robbins,23-Dec-21,,Production Technician I,Tamara Grant,aydan.robbins@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Splicing,07-02-1967,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5
3355,53961.69,Frankie,Atkins,18-Jun-19,14-Apr-21,Production Technician I,Christopher Murray,frankie.atkins@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Resignation,Finally build do analysis beyond heavy.,Production       ,Project Management - Con,03-08-1976,MA,Coordinator,Male,15195,Other,Married,Fully Meets,5
3356,77955.14,Blaine,Brooks,28-Mar-23,,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,Field Operations,28-03-1997,MA,Operator,Male,71808,Other,Single,Fully Meets,3
3357,96135.67,Gretchen,Richard,08-Sep-18,06-Mar-20,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Feeling usually west peace money political the.,Production       ,Engineers,27-10-1959,MA,Engineer,Male,6305,White,Divorced,Fully Meets,3
3358,89136.73,Shania,Bauer,22-May-23,,Production Technician I,Michael Ingram,shania.bauer@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,11-01-1984,MA,Laborer,Female,50647,Other,Divorced,Exceeds,3
3359,73179.22,Myles,Hart,20-Mar-22,18-Jun-23,Production Technician I,April Mcdonald,myles.hart@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Retirement,Ball social thought so probably get.,Production       ,Yard (Material Handling),24-12-1962,MA,Technician,Female,69989,Hispanic,Divorced,Exceeds,3
3360,85248.23,Bailey,Collier,01-Feb-23,,Production Technician I,Pamela Johnson,bailey.collier@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,18-02-1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1
3361,109363.06,Uriah,Briggs,14-Feb-20,21-Dec-21,Area Sales Manager,Sheri Valenzuela,uriah.briggs@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Risk hundred social.,Sales,General - Con,12-10-1984,NY,Lineman,Male,83448,White,Divorced,Fully Meets,5
3362,69742.32,Elias,Robinson,04-Apr-23,,Production Technician I,Stephanie Kelly,elias.robinson@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,30-03-1983,MA,Administrative,Male,1730,Hispanic,Married,Exceeds,3
3363,86759.39,Nevaeh,Mcmillan,03-Mar-21,12-Apr-22,Production Technician I,Laura Wong,nevaeh.mcmillan@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Impact voice participant school baby.,Production       ,Field Operations,30-11-1971,MA,Engineer,Male,22662,Black,Single,Fully Meets,3
3364,94663.66,Darryl,Wiley,22-Apr-20,03-Aug-22,Production Manager,Edwin Freeman,darryl.wiley@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Retirement,Game play arm argue blood try here.,Production       ,Engineers,30-08-1976,MA,Project Manager,Male,28492,White,Widowed,Fully Meets,1
3365,106021.62,Jacoby,Singleton,29-Nov-18,09-Jul-22,Production Technician I,Glenda Wilson,jacoby.singleton@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Voluntary,Over almost sport stay.,Production       ,Project Management - Con,25-01-1962,MA,Coordinator,Female,53913,Hispanic,Widowed,Needs Improvement,3
3366,81494.54,Lizeth,Holland,31-Mar-19,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
3367,115061.77,Natalya,Norman,20-Jul-19,,Software Engineer,Catherine Peterson,natalya.norman@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Unk,,Software Engineering,General - Con,04-12-1957,MA,Laborer,Male,34504,White,Married,Fully Meets,2
3368,40115.78,Dorian,Wu,13-Apr-23,03-May-23,IT Support,Desiree Martinez,dorian.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Involuntary,This bank out.,IT/IS,Finance & Accounting,20-07-1954,CT,Accounting,Female,90316,Other,Married,Fully Meets,4
3369,45694.67,Salvatore,Snyder,17-May-20,18-Feb-22,Production Technician II,Todd Henson,salvatore.snyder@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Lawyer her author poor. Person determine before.,Production       ,Aerial,21-04-1959,MA,Groundman,Female,13138,Asian,Single,Exceeds,5
3370,35971.74,Areli,Torres,14-Dec-20,,Production Technician I,Caleb Floyd Jr.,areli.torres@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,01-02-1984,MA,Groundman,Female,31946,White,Divorced,Fully Meets,5
3371,119787.21,Leonel,Combs,01-Sep-21,,Database Administrator,Summer Carter,leonel.combs@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Catv,29-11-1999,MA,Laborer,Female,82286,White,Widowed,Fully Meets,3
3372,71549.25,Tiana,Bishop,20-Jan-21,08-Mar-23,Production Technician I,Mitchell Woods,tiana.bishop@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Retirement,Though resource simple health bring.,Production       ,General - Eng,22-03-1942,MA,Administrative,Male,25699,Black,Married,Fully Meets,3
3373,106142.7,Ariel,Cervantes,01-Sep-22,,Production Manager,Angela Sims,ariel.cervantes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,27-04-1963,MA,Driller,Female,73596,Asian,Divorced,Fully Meets,5
3374,35394.84,Baylee,Warner,06-Mar-19,,Production Technician II,Madeline Henderson,baylee.warner@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,18-04-1951,MA,Splicer,Female,69293,Other,Single,Exceeds,4
3375,72243.74,Jacquelyn,Johns,25-Feb-21,04-Jun-21,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,21-06-1980,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
3376,43335.51,Braylen,Cruz,24-Oct-20,11-Apr-23,Production Technician I,Pamela Carter,braylen.cruz@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Room that ahead sound work short right.,Production       ,Engineers,06-02-1961,MA,Engineer,Male,24046,White,Married,Fully Meets,3
3377,64506.34,Emerson,Wood,09-Jul-20,10-Dec-22,Production Technician I,Lisa Manning,emerson.wood@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Involuntary,Out phone market. Time parent economy each.,Production       ,General - Con,20-10-1944,MA,Clerk,Female,9677,White,Widowed,Exceeds,2
3378,45945.65,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
3379,66859.91,Alyssa,Proctor,15-May-21,,Production Technician I,Elizabeth Fields,alyssa.proctor@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,02-06-1958,MA,Driller,Female,88998,Other,Divorced,Fully Meets,2
3380,58828.18,Karla,Hines,19-Jun-19,,Production Technician II,Daniel Hardy,karla.hines@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,14-01-1971,MA,Laborer,Male,35394,Hispanic,Divorced,Needs Improvement,3
3381,72379.8,Aurora,Frederick,05-Nov-18,23-Mar-23,Production Technician II,John Miles,aurora.frederick@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Community probably bad day food place which loss.,Production       ,Field Operations,11-12-1981,MA,Splicer,Male,37834,Other,Widowed,Fully Meets,3
